Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),CH3OO(77)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.553161002830065e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,2.8074871851376805e-73,6.6652318274033472e-42,0.0,2.9602141457713352e-57,0.0,6.6636245615959808e-25,-4.7753787066957557e-118,6.6636245612852995e-25,8.7308113234568051e-80,4.4314894715525102e-72,0.0,0.0,3.5190951758360098e-58,5.126258268730754e-95,2.642698415522306e-18,1.2706328827193013e-19,4.8977056602238715e-23,5.314957663483085e-38,4.897705660226973e-23,4.1872142665341884e-58,3.2641946572670253e-42
1.8348850807924183e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,8.7637112572339425e-72,4.02580002375163e-41,0.0,4.4734756171050376e-56,0.0,1.8658148773475351e-24,9.2172556636198364e-117,1.865814877159884e-24,2.4622284862041676e-78,1.393331137408813e-70,0.0,0.0,4.1778696400948423e-57,2.6534989161418161e-93,7.3995555634624574e-18,3.5577720716140437e-19,1.3713575848616792e-22,3.2102343006538732e-37,1.3713575848635524e-22,4.9710607772293789e-57,1.9715735730779866e-41
4.194023041811242e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,1.9511425416907776e-70,1.9382494154089044e-40,0.0,4.8123609325019798e-55,0.0,4.2647197201260499e-24,9.7325353207417826e-115,4.2647197192225914e-24,5.3558847754593332e-77,3.1084448659504198e-69,0.0,0.0,4.1018568637157153e-56,1.158621474114906e-91,1.6913269859342745e-17,8.1320504494035286e-19,3.1345316225362439e-22,1.5455894964060316e-36,3.1345316225452627e-22,4.8806169490722207e-56,9.4922780646630534e-41
8.912298963848889e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,3.6513836350188767e-69,8.4648444208023588e-40,0.0,4.4233887937223106e-54,0.0,9.0625294072936403e-24,7.6927586910574607e-113,9.0625294033480025e-24,9.9289077334803848e-76,5.8217722586025028e-68,0.0,0.0,3.6280453686786896e-55,4.3132572470696272e-90,3.5940698451103261e-17,1.7280607204982499e-18,6.6608796978692939e-22,6.7499942472303807e-36,6.6608796979086833e-22,4.3168504202260231e-55,4.1455272161040166e-40
1.8348850807924181e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,6.3046205751703544e-68,3.5339059148893512e-39,0.0,3.784302241323537e-53,0.0,1.865814878807107e-23,5.4523549334079499e-111,1.8658148771598808e-23,1.7065255546776408e-74,1.0055660495766289e-66,0.0,0.0,3.0495897708178991e-54,1.4859825199008104e-88,7.3995555634624035e-17,3.5577720716140435e-18,1.3713575848471079e-21,2.8179887663254754e-35,1.3713575848635521e-21,3.6285728879501457e-54,1.7306760085203814e-39
3.7221954496074766e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999986,0.11866996602996518,0.022821567693054282,0.0,1.0473449841820257e-66,1.4437158747429553e-38,0.0,3.1289342742853126e-52,0.0,3.7849387575394904e-23,3.6691849196427862e-109,3.7849387508100368e-23,2.8284409561535967e-73,1.6707619313288879e-65,0.0,0.0,2.500236355645967e-53,4.9314342003990633e-87,1.5010527000166457e-16,7.2171947738456284e-18,2.7818968149417384e-21,1.1512395768729587e-34,2.781896815008918e-21,2.9749232826813351e-53,7.0703762059033594e-39
7.496816187237595e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999997,0.11866996602996503,0.022821567693054278,0.0,1.7072940162511781e-65,5.8357303960200052e-38,0.0,2.5443973877079353e-51,0.0,7.6231865253118556e-23,2.4074864358316535e-107,7.6231864981103239e-23,4.605382871429049e-72,2.7237600414069385e-64,0.0,0.0,2.0247536534857727e-52,1.606836036472177e-85,3.0232469873574168e-16,1.4536040178308787e-17,5.6029752750280939e-21,4.6534881078026486e-34,5.6029752752996432e-21,2.4091700044098549e-52,2.8579591123987534e-38
1.5046057662497829e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999937,0.11866996602996473,0.022821567693054271,0.0,2.7571651072945252e-64,2.3465215257651911e-37,0.0,2.0521486701256258e-50,0.0,1.5299682102086961e-22,1.5600153856131441e-105,1.5299681992710797e-22,7.4331065213392093e-71,4.3988681621680112e-63,0.0,0.0,1.6296937522683787e-51,5.1883761918581784e-84,6.0676355620387971e-16,2.9173730987235074e-17,1.1245132194789177e-20,1.8711420113770708e-33,1.1245132195881069e-20,1.9391096126022492e-51,1.1491727928595788e-37
3.0144540613018297e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999875,0.11866996602996412,0.022821567693054257,0.0,4.4319495487166024e-63,9.4106008257241125e-37,0.0,1.6483974121777606e-49,0.0,3.0652673420558698e-22,1.00460624285596e-103,3.0652672981911367e-22,1.1944802630566108e-69,7.0710148672440175e-62,0.0,0.0,1.3077199613110935e-50,1.6677571650760023e-82,1.2156412711400919e-15,5.8449112605087531e-17,2.2529446032664857e-20,7.5040755283204787e-33,2.2529446037043826e-20,1.556013343255085e-50,4.6086969077333984e-37
